BOAMP_AVIS_NUM,D_16_01_Renseignementscomplementaires_Commandeelectroniqueoui,D_16_02_Renseignementscomplementaires_Commandeelectroniquenon,D_16_03_Renseignementscomplementaires_Facturationelectroniqueoui,D_16_04_Renseignementscomplementaires_Facturationelectroniquenon,D_16_05_Renseignementscomplementaires_Paiementelectroniqueoui,D_16_06_Renseignementscomplementaires_Paiementelectroniquenon,D_16_07_Renseignementscomplementaires_Renscomplement,D_16_08_Renseignementscomplementaires_Proceduresrecoursprecision,D_16_09_Renseignementscomplementaires_Adressescomplementaires,D_16_09_01_Renseignementscomplementaires_Adressescomplementaires_Adresse,D_16_09_01_01_Renseignementscomplementaires_Adressescomplementaires_Adresse_Type,D_16_09_01_01_02_Renseignementscomplementaires_Adressescomplementaires_Adresse_Type_Admintech,D_16_09_01_01_03_Renseignementscomplementaires_Adressescomplementaires_Adresse_Type_Admin,D_16_09_01_01_04_Renseignementscomplementaires_Adressescomplementaires_Adresse_Type_Tech,D_16_09_01_01_05_Renseignementscomplementaires_Adressescomplementaires_Adresse_Type_Renseignements,D_16_09_01_01_06_Renseignementscomplementaires_Adressescomplementaires_Adresse_Type_Documents,D_16_09_01_01_07_Renseignementscomplementaires_Adressescomplementaires_Adresse_Type_Envoyeroffres,D_16_09_01_01_08_Renseignementscomplementaires_Adressescomplementaires_Adresse_Type_Instancerecours,D_16_09_01_01_09_Renseignementscomplementaires_Adressescomplementaires_Adresse_Type_Organemediation,D_16_09_01_01_10_Renseignementscomplementaires_Adressescomplementaires_Adresse_Type_Rensrecours,D_16_09_01_02_Renseignementscomplementaires_Adressescomplementaires_Adresse_Denomination,D_16_09_01_03_Renseignementscomplementaires_Adressescomplementaires_Adresse_Codeidentnational,D_16_09_01_04_Renseignementscomplementaires_Adressescomplementaires_Adresse_Correspondant,D_16_09_01_05_Renseignementscomplementaires_Adressescomplementaires_Adresse_Contact,D_16_09_01_06_Renseignementscomplementaires_Adressescomplementaires_Adresse_Adresse,D_16_09_01_07_Renseignementscomplementaires_Adressescomplementaires_Adresse_Cp,D_16_09_01_08_Renseignementscomplementaires_Adressescomplementaires_Adresse_Ville,D_16_09_01_09_Renseignementscomplementaires_Adressescomplementaires_Adresse_Pays,D_16_09_01_10_Renseignementscomplementaires_Adressescomplementaires_Adresse_Codenuts,D_16_09_01_11_Renseignementscomplementaires_Adressescomplementaires_Adresse_Tel,D_16_09_01_12_Renseignementscomplementaires_Adressescomplementaires_Adresse_Poste,D_16_09_01_13_Renseignementscomplementaires_Adressescomplementaires_Adresse_Fax,D_16_09_01_14_Renseignementscomplementaires_Adressescomplementaires_Adresse_Mel,D_16_09_01_15_Renseignementscomplementaires_Adressescomplementaires_Adresse_Url
22-4127,False,False,False,False,False,False,"Durée du marché :le présent accord cadre prend effet à compter de sa date de notification pour une durée de 1 (un) an ferme. Il pourra être reconduit tacitement 2 (deux) fois par période d'une année, et aura par conséquent une durée maximale de 3 (trois) ans. Si le pouvoir adjudicateur ne souhaite pas reconduire tacitement l'accord cadre, il en informera le titulaire par lettre recommandée avec accusé de réception, en respectant un délai de préavis de 2 (deux) mois avant la date d'échéance de l'accord cadre.Documents à joindre la candidature :Dépôt de candidature classique (hors E-DUME)Le dossier devra comporter :- Le formulaire "" lettre de candidature "" - DC1 ou document équivalent comprenant une déclaration sur l'honneur justifiant que le candidat n'entre dans aucun des cas mentionnés aux articles L.2141-1 à L.2141-5 et L.2141-7 à L.2141-11 du Code de la commande publique. - Si le candidat est en redressement judiciaire, la copie du ou des jugements prononcés à cet effet. - Les renseignements pour chaque candidat unique ou pour chaque membre du groupement permettant d'apprécier que le candidat dispose de l'aptitude à exercer l'activité professionnelle, de la capacité économique et financière et des capacités techniques et professionnelles nécessaires à l'exécution du marché (formulaire DC2 dûment complété et accompagné de toutes les pièces jointes, ou format libre).- Pièces relatives au pouvoir des personnes habilitées à engager le candidat. _ Une déclaration concernant le chiffre d'affaires global, réalisés au cours des trois (3) derniers exercices disponibles en fonction de la date de création de l'entreprise ou du début d'activité de l'opérateur économique. A compléter dans l'imprimé DC2._ Attestation d'assurance pour les risques professionnels en cours de validité.Dans le cas où une sous-traitance partielle est proposée : Le candidat produit le(s) DC2 du (des) sous-traitant(s). Il sera clairement indiqué dans l'acte spécial de sous-traitance (DC4), quel est le titulaire et, quel(s) est (sont) le(s) sous-traitant(s). Ce ou ces derniers devront être acceptés par le pouvoir adjudicateur et leurs conditions de paiement agréées par ce dernier. Le formulaire DC4 est disponible à l'adresse suivante : http://www.economie.gouv.fr/daj/formulaires-declaration-du-candidat. Si dépôt par E-DUME se reporter à l'art 6-1-2 du règlement de consultation.Visite facultative des lieux ; Une visite facultative de l'immeuble situé au 1 Bd Vladimir 17100 Saintes peut être effectuée à la demande du candidat,, à réaliser au plus tard le lundi 7 février 2022, selon les modalités prévues au règlement de consultation.L'accord cadre est conclu sans montant minimum, avec un montant maximum de 35 000 euros HT sur la durée totale du marché",,CF_NIV_SUIV,CF_NIV_SUIV,CF_NIV_SUIV,False,False,False,False,True,False,False,False,False,,None,,,,None,,,,,,,,https://www.achatpublic.com/sdm/ent/gen/ent_detail.do?PCSLID=CSL_2022_4f0cqBYLY8
22-4131,False,False,False,False,False,False,,,CF_NIV_SUIV,CF_NIV_SUIV,CF_NIV_SUIV,False,False,False,False,False,False,True,False,False,Tribunal administratif de Cergy-pontoise,None,,,2-4 boulevard de l'HautilBP 930322,95027,Cergy-pontoise cedex,,,01-30-17-34-00,,01-30-17-34-59,greff.ta-cergy-pontoise@juradm.fr,http://cergy-pontoise.tribunal-administratif.fr/ta-caa/
22-4131,False,False,False,False,False,False,,,CF_NIV_SUIV,CF_NIV_SUIV,CF_NIV_SUIV,False,False,False,False,False,False,False,False,True,Greffe du Tribunal administratif de Cergy-pontoise,None,,,2-4 boulevard de l'HautilBP 930322,95027,Cergy-pontoise cedex,,,01-30-17-34-00,,01-30-17-34-59,greff.ta-cergy-pontoise@juradm.fr,http://cergy-pontoise.tribunal-administratif.fr/ta-caa/
22-4134,False,False,False,False,False,False,,,CF_NIV_SUIV,CF_NIV_SUIV,CF_NIV_SUIV,False,False,False,False,False,False,True,False,False,Tribunal administratif de Besançon,None,,,30 rue Charles Nodier,25000,BESANÇON,,,03-81-82-60-00,,,greffe.ta-besancon@juradm.fr,
22-4169,False,False,False,False,False,False,,,CF_NIV_SUIV,CF_NIV_SUIV,CF_NIV_SUIV,False,False,False,False,True,False,False,False,False,,None,,,,None,,,,,,,,https://www.achatpublic.com/sdm/ent/gen/ent_detail.do?PCSLID=CSL_2022_yOYBgx-PfC
22-417,False,False,False,False,False,False,"Les dépôts de plis doivent être impérativement remis par voie dématérialisée.Pour retrouver cet avis intégral, accéder au DCE, poser des questions à l'acheteur, déposer un pli, allez sur https://www.mpe76.fr/Code NUTS : FRD22Reconductions : OUINombre de reconductions éventuelles : 2Conditions et mode de paiement pour obtenir les documents contractuels et additionnels :Documents payant : NONLe marché s'inscrit dans un projet/programme financé par des fonds communautaires : NONRéférences du ou des projet(s) et / ou programme(s) :Les personnes morales sont tenues d'indiquer les noms et qualifications professionnelles des membres du personnel chargés de la prestation : OUIMarchés réservés : NONL'execution du marché est soumise à d'autres conditions particulières : NONInstance chargée des procédures de recours : Tribunal administratif de Rouen, 53 avenue Gustave Flaubert76000 RouenCedex 1Tél : 0232081270 Fax : 0232081271Mel : greffe.ta-rouen@juradm.frService auprès duquel des renseignements peuvent être obtenus concernant l'introduction des recours : Tribunal administratif de Rouen, 53 avenue Gustave Flaubert76000 RouenCedex 1Tél : 0232081270 Fax : 0232081271Mel : greffe.ta-rouen@juradm.fr",,CF_NIV_SUIV,CF_NIV_SUIV,CF_NIV_SUIV,False,False,False,False,False,False,False,False,False,,None,,,,None,,,,,,,,
22-4185,False,False,False,False,False,False,,,CF_NIV_SUIV,CF_NIV_SUIV,CF_NIV_SUIV,False,False,False,False,False,False,True,False,False,Tribunal administratif de Montpellier,None,,,"6, rue Pitot",34063,Montpellier,,,04-67-54-81-00,,04-67-54-74-10,greffe.ta-montpellier@juradm.fr,
22-4185,False,False,False,False,False,False,,,CF_NIV_SUIV,CF_NIV_SUIV,CF_NIV_SUIV,False,False,False,False,False,False,False,False,True,Tribunal administratif de Montpellier,None,,,"6, rue Pitot",34063,Montpellier,,,04-67-54-81-00,,04-67-54-74-10,greffe.ta-montpellier@juradm.fr,
22-4187,False,False,False,False,False,False,le dossier de consultation est téléchargeable gratuitement à l'adresse suivante : http://marches-securises.fr,,CF_NIV_SUIV,CF_NIV_SUIV,CF_NIV_SUIV,False,False,False,False,False,False,False,False,False,,None,,,,None,,,,,,,,
22-4195,False,False,False,False,False,False,,,CF_NIV_SUIV,CF_NIV_SUIV,CF_NIV_SUIV,False,False,False,False,False,False,True,False,False,Tribunal administratif de Rouen,None,,,53 avenue Gustave Flaubert Cedex 1,76000,Rouen,,,02-32-08-12-70,,02-32-08-12-71,greffe.ta-rouen@juradm.fr,
22-4201,False,False,False,False,False,False,,,CF_NIV_SUIV,CF_NIV_SUIV,CF_NIV_SUIV,False,False,False,False,False,False,True,False,False,Tribunal administratif de Nice,None,,,"18 avenue des Fleurs, CS Cedex 1 BP 61039",06050,Nice,,,04-89-97-86-00,,,greffe.ta-nice@juradm.fr,
22-4204,False,False,False,False,False,False,,,CF_NIV_SUIV,CF_NIV_SUIV,CF_NIV_SUIV,False,False,False,False,False,False,True,False,False,Tribunal Administratif de Montreuil,None,,,"7, rue Catherine Puig",93100,Montreuil,,,01-49-20-20-00,,01-49-20-20-99,greffe.ta-montreuil@juradm.fr,
22-4221,False,False,False,False,False,False,"La transmission des documents par voie électronique est effectuée sur le profil d'acheteur. Le choix du mode de transmission est global et irréversible. Les candidats doivent appliquer le même mode de transmission à l'ensemble des documents transmis au pouvoir adjudicateur. Chaque transmission fera l'objet d'une date certaine de réception et d'un accusé de réception électronique. A ce titre, le fuseau horaire de référence est celui de (GMT+01:00) Paris, Bruxelles, Copenhague, Madrid. Le pli sera considéré "" hors délai "" si le téléchargement se termine après la date et l'heure limites prévues. Si un nouveau pli est envoyé par voie électronique par le même candidat, celui-ci annule et remplace le pli précédent. Le pli peut être doublé d'une copie de sauvegarde transmise dans les délais impartis, sur support physique électronique (CD-ROM, DVD-ROM, clé usb) ou sur support papier. Cette copie doit être placée dans un pli portant la mention "" copie de sauvegarde "", ainsi que le nom du candidat et l'identification de la procédure concernée. Elle est ouverte dans les cas suivants : - lorsqu'un programme informatique malveillant est détecté dans le pli transmis par voie électronique ; - lorsque le pli électronique est reçu de façon incomplète, hors délai ou n'a pu être ouvert, à condition que sa transmission ait commencé avant la clôture de la remise des plis. La copie de sauvegarde peut être transmise ou déposée à l'adresse suivante : Service Commande Publique 1 Place Alex Raymond BP 30330 31770 COLOMIERS CEDEX 6 Aucun format électronique n'est préconisé pour la transmission des documents. Cependant, les fichiers devront être transmis dans des formats largement disponibles. La signature électronique des documents n'est pas exigée dans le cadre de cette consultation. Après attribution, l'offre électronique retenue sera transformée en offre papier pour donner lieu à la signature manuscrite du marché parles parties. Les frais d'accès au réseau et de recours à la signature électronique sont à la charge des candidats. Instance chargée des procédures de recours : Tribunal Administratif de Toulouse 68 rue Raymond IV BP 7007 31068 TOULOUSE CEDEX 7 Tél : 05 62 73 57 57 Télécopie : 05 62 73 57 40 Courriel : greffe.ta-toulouse@juradm.fr Précisions concernant les délais d'introduction des recours : Référé pré-contractuel prévu aux articles L.551-1 à L.551-12 du Code de justice administrative (CJA), et pouvant être exercé avant la signature du contrat. Référé contractuel prévu aux articles L.551-13 à L.551-23 du CJA, et pouvant être exercé dans les délais prévus à l'article R. 551-7 du CJA. Recours de pleine juridiction ouvert aux tiers justifiant d'un intérêt lésé, et pouvant être exercé dans les deux mois suivant la date à laquelle la conclusion du contrat est rendue publique. Service auprès duquel des renseignements peuvent être obtenus sur l'introduction des recours : Tribunal Administratif de Toulouse 68 rue Raymond IV BP 7007 31068 TOULOUSE CEDEX 7 Tél : 05 62 73 57 57 Télécopie : 05 62 73 57 40 Courriel : greffe.ta-toulouse@juradm.fr Le pouvoir adjudicateur applique le principe 'Dites-le nous une fois'. Par conséquent, les candidats ne sont pas tenus de fournir les documents et renseignements qui ont déjà été transmis dans le cadre d'une précédente consultation et qui demeurent valables. Numéro de la consultation : 2021F24",,CF_NIV_SUIV,CF_NIV_SUIV,CF_NIV_SUIV,False,False,False,True,False,False,False,False,False,,None,,,,None,,,,,,,,http://www.achatpublic.com
22-4221,False,False,False,False,False,False,"La transmission des documents par voie électronique est effectuée sur le profil d'acheteur. Le choix du mode de transmission est global et irréversible. Les candidats doivent appliquer le même mode de transmission à l'ensemble des documents transmis au pouvoir adjudicateur. Chaque transmission fera l'objet d'une date certaine de réception et d'un accusé de réception électronique. A ce titre, le fuseau horaire de référence est celui de (GMT+01:00) Paris, Bruxelles, Copenhague, Madrid. Le pli sera considéré "" hors délai "" si le téléchargement se termine après la date et l'heure limites prévues. Si un nouveau pli est envoyé par voie électronique par le même candidat, celui-ci annule et remplace le pli précédent. Le pli peut être doublé d'une copie de sauvegarde transmise dans les délais impartis, sur support physique électronique (CD-ROM, DVD-ROM, clé usb) ou sur support papier. Cette copie doit être placée dans un pli portant la mention "" copie de sauvegarde "", ainsi que le nom du candidat et l'identification de la procédure concernée. Elle est ouverte dans les cas suivants : - lorsqu'un programme informatique malveillant est détecté dans le pli transmis par voie électronique ; - lorsque le pli électronique est reçu de façon incomplète, hors délai ou n'a pu être ouvert, à condition que sa transmission ait commencé avant la clôture de la remise des plis. La copie de sauvegarde peut être transmise ou déposée à l'adresse suivante : Service Commande Publique 1 Place Alex Raymond BP 30330 31770 COLOMIERS CEDEX 6 Aucun format électronique n'est préconisé pour la transmission des documents. Cependant, les fichiers devront être transmis dans des formats largement disponibles. La signature électronique des documents n'est pas exigée dans le cadre de cette consultation. Après attribution, l'offre électronique retenue sera transformée en offre papier pour donner lieu à la signature manuscrite du marché parles parties. Les frais d'accès au réseau et de recours à la signature électronique sont à la charge des candidats. Instance chargée des procédures de recours : Tribunal Administratif de Toulouse 68 rue Raymond IV BP 7007 31068 TOULOUSE CEDEX 7 Tél : 05 62 73 57 57 Télécopie : 05 62 73 57 40 Courriel : greffe.ta-toulouse@juradm.fr Précisions concernant les délais d'introduction des recours : Référé pré-contractuel prévu aux articles L.551-1 à L.551-12 du Code de justice administrative (CJA), et pouvant être exercé avant la signature du contrat. Référé contractuel prévu aux articles L.551-13 à L.551-23 du CJA, et pouvant être exercé dans les délais prévus à l'article R. 551-7 du CJA. Recours de pleine juridiction ouvert aux tiers justifiant d'un intérêt lésé, et pouvant être exercé dans les deux mois suivant la date à laquelle la conclusion du contrat est rendue publique. Service auprès duquel des renseignements peuvent être obtenus sur l'introduction des recours : Tribunal Administratif de Toulouse 68 rue Raymond IV BP 7007 31068 TOULOUSE CEDEX 7 Tél : 05 62 73 57 57 Télécopie : 05 62 73 57 40 Courriel : greffe.ta-toulouse@juradm.fr Le pouvoir adjudicateur applique le principe 'Dites-le nous une fois'. Par conséquent, les candidats ne sont pas tenus de fournir les documents et renseignements qui ont déjà été transmis dans le cadre d'une précédente consultation et qui demeurent valables. Numéro de la consultation : 2021F24",,CF_NIV_SUIV,CF_NIV_SUIV,CF_NIV_SUIV,False,False,False,False,True,False,False,False,False,,None,,,,None,,,,,,,,http://www.achatpublic.com
22-4221,False,False,False,False,False,False,"La transmission des documents par voie électronique est effectuée sur le profil d'acheteur. Le choix du mode de transmission est global et irréversible. Les candidats doivent appliquer le même mode de transmission à l'ensemble des documents transmis au pouvoir adjudicateur. Chaque transmission fera l'objet d'une date certaine de réception et d'un accusé de réception électronique. A ce titre, le fuseau horaire de référence est celui de (GMT+01:00) Paris, Bruxelles, Copenhague, Madrid. Le pli sera considéré "" hors délai "" si le téléchargement se termine après la date et l'heure limites prévues. Si un nouveau pli est envoyé par voie électronique par le même candidat, celui-ci annule et remplace le pli précédent. Le pli peut être doublé d'une copie de sauvegarde transmise dans les délais impartis, sur support physique électronique (CD-ROM, DVD-ROM, clé usb) ou sur support papier. Cette copie doit être placée dans un pli portant la mention "" copie de sauvegarde "", ainsi que le nom du candidat et l'identification de la procédure concernée. Elle est ouverte dans les cas suivants : - lorsqu'un programme informatique malveillant est détecté dans le pli transmis par voie électronique ; - lorsque le pli électronique est reçu de façon incomplète, hors délai ou n'a pu être ouvert, à condition que sa transmission ait commencé avant la clôture de la remise des plis. La copie de sauvegarde peut être transmise ou déposée à l'adresse suivante : Service Commande Publique 1 Place Alex Raymond BP 30330 31770 COLOMIERS CEDEX 6 Aucun format électronique n'est préconisé pour la transmission des documents. Cependant, les fichiers devront être transmis dans des formats largement disponibles. La signature électronique des documents n'est pas exigée dans le cadre de cette consultation. Après attribution, l'offre électronique retenue sera transformée en offre papier pour donner lieu à la signature manuscrite du marché parles parties. Les frais d'accès au réseau et de recours à la signature électronique sont à la charge des candidats. Instance chargée des procédures de recours : Tribunal Administratif de Toulouse 68 rue Raymond IV BP 7007 31068 TOULOUSE CEDEX 7 Tél : 05 62 73 57 57 Télécopie : 05 62 73 57 40 Courriel : greffe.ta-toulouse@juradm.fr Précisions concernant les délais d'introduction des recours : Référé pré-contractuel prévu aux articles L.551-1 à L.551-12 du Code de justice administrative (CJA), et pouvant être exercé avant la signature du contrat. Référé contractuel prévu aux articles L.551-13 à L.551-23 du CJA, et pouvant être exercé dans les délais prévus à l'article R. 551-7 du CJA. Recours de pleine juridiction ouvert aux tiers justifiant d'un intérêt lésé, et pouvant être exercé dans les deux mois suivant la date à laquelle la conclusion du contrat est rendue publique. Service auprès duquel des renseignements peuvent être obtenus sur l'introduction des recours : Tribunal Administratif de Toulouse 68 rue Raymond IV BP 7007 31068 TOULOUSE CEDEX 7 Tél : 05 62 73 57 57 Télécopie : 05 62 73 57 40 Courriel : greffe.ta-toulouse@juradm.fr Le pouvoir adjudicateur applique le principe 'Dites-le nous une fois'. Par conséquent, les candidats ne sont pas tenus de fournir les documents et renseignements qui ont déjà été transmis dans le cadre d'une précédente consultation et qui demeurent valables. Numéro de la consultation : 2021F24",,CF_NIV_SUIV,CF_NIV_SUIV,CF_NIV_SUIV,False,False,False,False,False,True,False,False,False,,None,,,,None,,,,,,,,http://www.achatpublic.com
22-4264,False,False,False,False,False,False,,,CF_NIV_SUIV,CF_NIV_SUIV,CF_NIV_SUIV,False,False,False,False,False,False,True,False,False,Tribunal administratif de Paris,None,,,"7, rue de Jouy",75004,Paris,,,01-44-59-44-30,,01-44-59-46-46,greffe.ta-paris@juradm.fr,
22-4264,False,False,False,False,False,False,,,CF_NIV_SUIV,CF_NIV_SUIV,CF_NIV_SUIV,False,False,False,False,False,False,False,False,True,Tribunal administratif de Paris,None,,,"7, rue de Jouy",75004,Paris,,,01-44-59-44-30,,01-44-59-46-46,greffe.ta-paris@juradm.fr,
22-4281,False,False,False,False,False,False,"Les dépôts de plis doivent être impérativement remis par voie dématérialisée.Pour retrouver cet avis intégral, accéder au DCE, poser des questions à l'acheteur, déposer un pli, allez sur https://www.lamayenne.frCode NUTS : FRG03Marché périodique : NONCalendrier prévisionnel de publication des prochains avis :Le marché s'inscrit dans un projet/programme financé par des fonds communautaires : NONRéférences du ou des projet(s) et / ou programme(s) :Les personnes morales sont tenues d'indiquer les noms et qualifications professionnelles des membres du personnel chargés de la prestation : OUIMarchés réservés : NONL'execution du marché est soumise à d'autres conditions particulières :La prestation est réservée à une profession particulière : NonInstance chargée des procédures de recours : Tribunal administratif de Nantes, 6 allée de l'Ile-Gloriette, BP 2411144041 NantesMel : greffe.ta-nantes@juradm.frPrécisions concernant le(s) délai(s) d'introduction des recours : Les voies de recours ouvertes aux candidats sont les suivantes :- Avant la signature du marché pour le référé pré-contractuel.- 31 jours à compter de la publication de l'avis d'attribution ou 6 mois à compter du lendemain de la conclusion du contrat pour le référé contractuel.- Deux mois à compter de la publicité relative à la signature et à la consultation du contrat pour le recours en contestation de la validité du contrat.Le tribunal administratif peut être saisi par courrier, ou par l'application Télérecours citoyens accessible à partir du site www.telerecours.fr",,CF_NIV_SUIV,CF_NIV_SUIV,CF_NIV_SUIV,False,False,False,True,False,False,False,False,False,Conseil Départemental de la Mayenne,None,,,39 rue Mazagran,53014,LAVAL,,,02-43-66-52-12,,02-43-66-54-22,sjmpa@lamayenne.fr,https://www.lamayenne.fr
22-4312,False,False,False,False,False,False,,,CF_NIV_SUIV,CF_NIV_SUIV,CF_NIV_SUIV,False,False,False,False,False,False,True,False,False,TRIBUNAL ADMINISTRATIF ORLEANS,None,,,"28, rue de la Bretonnerie,",45057,ORLEANS CEDEX 1,,,,,,greffe.ta-orleans@juradm.fr,http://Orleans.tribunal-administratif.fr
22-4312,False,False,False,False,False,False,,,CF_NIV_SUIV,CF_NIV_SUIV,CF_NIV_SUIV,False,False,False,False,False,False,False,False,True,TRIBUNAL ADMINISTRATIF ORLEANS,None,,,"28, rue de la Bretonnerie,",45057,ORLEANS CEDEX 1,,,,,,greffe.ta-orleans@juradm.fr,http://Orleans.tribunal-administratif.fr
22-4326,False,False,False,False,False,False,,,CF_NIV_SUIV,CF_NIV_SUIV,CF_NIV_SUIV,False,False,False,False,False,False,True,False,False,Tribunal administratif de Grenoble,None,,,2 Place de Verdun BP 1135,38022,Grenoble,,,04-76-42-90-00,,04-76-42-22-69,greffe.ta-grenoble@juradm.fr,
22-4326,False,False,False,False,False,False,,,CF_NIV_SUIV,CF_NIV_SUIV,CF_NIV_SUIV,False,False,False,False,False,False,False,False,True,Tribunal administratif de Grenoble,None,,,2 Place de Verdun BP 1135,38022,Grenoble,,,04-76-42-90-00,,04-76-42-22-69,greffe.ta-grenoble@juradm.fr,
22-4335,False,False,False,False,False,False,,,CF_NIV_SUIV,CF_NIV_SUIV,CF_NIV_SUIV,False,False,False,False,False,False,True,False,False,Tribunal administratif de Rouen,None,,,53 avenue Gustave Flaubert Cedex 1,76000,Rouen,,,02-35-58-35-00,,02-35-58-35-03,greffe.ta-rouen@juradm.fr,
22-4338,False,False,False,False,False,False,,,CF_NIV_SUIV,CF_NIV_SUIV,CF_NIV_SUIV,False,False,False,False,False,False,True,False,False,Tribunal administratif d'Orléans,None,,,28 rue de la bretonnerie Cedex 1,45057,Orléans,,,02-38-77-59-00,,02-38-53-85-16,greffe.ta-orleans@juradm.fr,
22-4339,False,False,False,False,False,False,,,CF_NIV_SUIV,CF_NIV_SUIV,CF_NIV_SUIV,False,False,False,False,False,False,True,False,False,Tribunal administratif de Nice,None,,,"18 avenue des Fleurs, CS Cedex 1 BP 61039",06050,Nice,,,04-89-97-86-00,,,greffe.ta-nice@juradm.fr,
22-4350,False,False,False,False,False,False,"précisions concernant les délais d'introduction de recours : référé précontractuel : avant la conclusion du marché (articles L5511 à 12 et R5511 à 6 du code de justice administrative) &#894; Référé contractuel : 31 jours après la publication de l'avis d'attribution ou, à défaut, 6 mois à compter du lendemain du jour de la conclusion du Marché (articles L55113 à 23 et R5517 à 10 du code de justice administrative) &#894; Recours pour excès de pouvoir : dans le délai de 2 mois à compter de la notification de la décision de rejet (article R4211 et R4213 du code de Justice administrative) &#894; Recours de plein contentieux : dans un délai de 2 mois à compter de l'accomplissement des mesures de publicité de l'attribution du marché.",,CF_NIV_SUIV,CF_NIV_SUIV,CF_NIV_SUIV,False,False,False,False,False,False,False,False,False,,None,,,,None,,,,,,,,
22-4353,False,False,False,False,False,False,"Toutes les informations complémentaires à caractère administratif ou technique doivent être demandées par écrit, dans les 5 jours ouvrés avant la date limite de remise des plis, via la plate-forme e-bourgogne (salle des marchés : https://www.ternum-bfc.fr).Tous les candidats ayant téléchargé le DCE, en s'identifiant sur la plate-forme seront informés de la réponse à ces questions et/ou des modifications des pièces du DCE, report de date le cas échéant.La Région se réserve la possibilité de reporter la date limite de remise des plis dans le cas où la réponse aux questions ne laisserait pas suffisamment de temps aux candidats pour prendre en compte la réponse apportée.Si cela s'avère nécessaire au regard des offres obtenues, le conseil régional se réserve le droit de conduire une négociation avec tous les candidats.En application de l'article R2152-2 du Code de la Commande Publique, le conseil régional se réserve la possibilité de régulariser les offres irrégulières ou de rendre acceptables les offres inacceptables dans le cadre de cette négociation, à condition qu'elles ne soient pas anormalement basses et sans modification de ses caractéristiques substantielles. Il est également précisé que la région ne régularisera pas l'absence de note méthodologique et/ou de DPGF.Néanmoins, si les offres sont satisfaisantes, le marché pourra être attribué sans négociation.en cas de négociation, les candidats seront alors invités par voie électronique à présenter une nouvelle offre conformément aux points précisés et au délai indiqué dans le courrier.L'offre qui sera retenue sera celle qui aura obtenu la meilleure note au vu de l'ensemble des critères pondérés après analyse des offres de base et après négociation, le cas échéant.",,CF_NIV_SUIV,CF_NIV_SUIV,CF_NIV_SUIV,False,False,False,False,False,False,False,False,False,,None,,,,None,,,,,,,,
22-4358,False,False,False,False,False,False,"Les dépôts de plis doivent être impérativement remis par voie dématérialisée.Pour retrouver cet avis intégral, accéder au DCE, poser des questions à l'acheteur, déposer un pli, allez sur http://www.mp74.frLot 1 - Révision et élaboration de la cartographie des habitats et des espèces végétalesLot 2 - Lot no 2 : Révision de la cartographie des habitats et des espèces végétalesMarché périodique : NONCalendrier prévisionnel de publication des prochains avis :Instance chargée des procédures de recours : Tribunal administratif de Grenoble, 2 Place de Verdun, BP 113538022 GrenobleTél : 0476429000 Fax : 0476422269Mel : greffe.ta-grenoble@juradm.fr",,CF_NIV_SUIV,CF_NIV_SUIV,CF_NIV_SUIV,False,False,False,False,False,False,False,False,False,,None,,,,None,,,,,,,,
22-4382,False,False,False,False,False,False,"Sous réserve de la protection des secrets protégés par la loi, notamment, le secret des affaires, les demandes de consultation du contrat se font par courrier adressé au Service des Achats d'Armement, à l'adresse mentionnée dans le présent avis.. Date d'envoi du présent avis au JOUE et au BOAMP : 13 janvier 2022.",,CF_NIV_SUIV,CF_NIV_SUIV,CF_NIV_SUIV,False,False,False,False,False,False,True,False,False,Tribunal administratif de Paris,None,,,7 Rue de Jouy,75181,Paris cedex 04,,,(+33) 1-44-59-44-00,,(+33) 1-44-59-46-46,greffe.ta-paris@juradm.fr,
22-4382,False,False,False,False,False,False,"Sous réserve de la protection des secrets protégés par la loi, notamment, le secret des affaires, les demandes de consultation du contrat se font par courrier adressé au Service des Achats d'Armement, à l'adresse mentionnée dans le présent avis.. Date d'envoi du présent avis au JOUE et au BOAMP : 13 janvier 2022.",,CF_NIV_SUIV,CF_NIV_SUIV,CF_NIV_SUIV,False,False,False,False,False,False,False,False,True,Greffe du Tribunal administratif de Paris (voir coordonnées ci-dessus),None,,,,None,,,,,,,,
22-4407,False,False,False,False,False,False,"Les dépôts de plis doivent être impérativement remis par voie dématérialisée.Pour retrouver cet avis intégral, accéder au DCE, poser des questions à l'acheteur, déposer un pli, allez sur http://www.marches-publics.infoType de marché de Fournitures :Les candidats intéressés devront établir un devis détaillé (indiquant les éléments de réponse à la valeur technique) par type de véhicule à l'aide du cahier des charges simplifié",,CF_NIV_SUIV,CF_NIV_SUIV,CF_NIV_SUIV,False,False,False,False,False,False,False,False,False,,None,,,,None,,,,,,,,
